"geo","country","year","life_expectancy","GDP"
"arg","Argentina",1800,33.2,1700
"arg","Argentina",1801,33.2,1700
"arg","Argentina",1802,33.2,1710
"arg","Argentina",1803,33.2,1720
"arg","Argentina",1804,33.2,1720
"arg","Argentina",1805,33.2,1730
"arg","Argentina",1806,33.2,1730
"arg","Argentina",1807,33.2,1740
"arg","Argentina",1808,33.2,1750
"arg","Argentina",1809,33.2,1750
"arg","Argentina",1810,33.2,1760
"arg","Argentina",1811,33.2,1760
"arg","Argentina",1812,33.2,1770
"arg","Argentina",1813,33.2,1780
"arg","Argentina",1814,33.2,1780
"arg","Argentina",1815,33.2,1790
"arg","Argentina",1816,33.2,1800
"arg","Argentina",1817,33.2,1800
"arg","Argentina",1818,33.2,1810
"arg","Argentina",1819,33.2,1810
"arg","Argentina",1820,33.2,1820
"arg","Argentina",1821,33.2,1830
"arg","Argentina",1822,33.2,1850
"arg","Argentina",1823,33.2,1860
"arg","Argentina",1824,33.2,1880
"arg","Argentina",1825,33.2,1890
"arg","Argentina",1826,33.2,1910
"arg","Argentina",1827,33.2,1920
"arg","Argentina",1828,33.2,1930
"arg","Argentina",1829,33.2,1950
"arg","Argentina",1830,33.2,1960
"arg","Argentina",1831,33.2,1980
"arg","Argentina",1832,33.2,1990
"arg","Argentina",1833,33.2,2010
"arg","Argentina",1834,33.2,2020
"arg","Argentina",1835,33.2,2040
"arg","Argentina",1836,33.2,2050
"arg","Argentina",1837,33.2,2070
"arg","Argentina",1838,33.2,2090
"arg","Argentina",1839,33.2,2100
"arg","Argentina",1840,33.2,2120
"arg","Argentina",1841,33.2,2130
"arg","Argentina",1842,33.2,2150
"arg","Argentina",1843,33.2,2170
"arg","Argentina",1844,33.2,2180
"arg","Argentina",1845,33.2,2200
"arg","Argentina",1846,33.2,2210
"arg","Argentina",1847,33.2,2230
"arg","Argentina",1848,33.2,2250
"arg","Argentina",1849,33.2,2270
"arg","Argentina",1850,33.2,2280
"arg","Argentina",1851,33.21,2300
"arg","Argentina",1852,33.22,2320
"arg","Argentina",1853,33.23,2340
"arg","Argentina",1854,33.24,2360
"arg","Argentina",1855,33.25,2380
"arg","Argentina",1856,33.25,2390
"arg","Argentina",1857,33.26,2410
"arg","Argentina",1858,33.27,2430
"arg","Argentina",1859,33.28,2450
"arg","Argentina",1860,33.29,2470
"arg","Argentina",1861,33.3,2490
"arg","Argentina",1862,33.31,2510
"arg","Argentina",1863,33.32,2530
"arg","Argentina",1864,33.33,2550
"arg","Argentina",1865,33.34,2570
"arg","Argentina",1866,33.35,2590
"arg","Argentina",1867,33.35,2610
"arg","Argentina",1868,33.36,2640
"arg","Argentina",1869,33.37,2660
"arg","Argentina",1870,33.38,2680
"arg","Argentina",1871,33.39,2740
"arg","Argentina",1872,33.4,2800
"arg","Argentina",1873,33.41,2860
"arg","Argentina",1874,33.42,2920
"arg","Argentina",1875,33.43,2980
"arg","Argentina",1876,33.42,2990
"arg","Argentina",1877,33.41,3230
"arg","Argentina",1878,33.39,3000
"arg","Argentina",1879,33.38,3050
"arg","Argentina",1880,33.37,2930
"arg","Argentina",1881,33.28,2910
"arg","Argentina",1882,33.19,3560
"arg","Argentina",1883,33.1,3860
"arg","Argentina",1884,33,3990
"arg","Argentina",1885,32.91,4470
"arg","Argentina",1886,33.2,4320
"arg","Argentina",1887,33.5,4400
"arg","Argentina",1888,33.79,4830
"arg","Argentina",1889,34.08,4910
"arg","Argentina",1890,34.37,4410
"arg","Argentina",1891,34.24,4160
"arg","Argentina",1892,34.11,4870
"arg","Argentina",1893,33.98,5050
"arg","Argentina",1894,33.84,5690
"arg","Argentina",1895,33.71,6160
"arg","Argentina",1896,34.43,6540
"arg","Argentina",1897,35.15,5150
"arg","Argentina",1898,35.87,5430
"arg","Argentina",1899,36.58,6190
"arg","Argentina",1900,37.3,5250
"arg","Argentina",1901,37.9,5260
"arg","Argentina",1902,38.5,4960
"arg","Argentina",1903,39.1,5460
"arg","Argentina",1904,39.7,5820
"arg","Argentina",1905,40.3,6350
"arg","Argentina",1906,41.08,6420
"arg","Argentina",1907,41.86,6310
"arg","Argentina",1908,42.65,6670
"arg","Argentina",1909,43.43,6750
"arg","Argentina",1910,44.21,6970
"arg","Argentina",1911,44.78,6830
"arg","Argentina",1912,45.34,7120
"arg","Argentina",1913,45.9,6930
"arg","Argentina",1914,46.46,6020
"arg","Argentina",1915,47.02,5920
"arg","Argentina",1916,47.85,5640
"arg","Argentina",1917,48.68,5090
"arg","Argentina",1918,42.54,5930
"arg","Argentina",1919,50.33,6030
"arg","Argentina",1920,51.16,6340
"arg","Argentina",1921,51.66,6330
"arg","Argentina",1922,52.17,6630
"arg","Argentina",1923,52.67,7110
"arg","Argentina",1924,53.18,7400
"arg","Argentina",1925,53.68,7150
"arg","Argentina",1926,54.04,7290
"arg","Argentina",1927,54.4,7580
"arg","Argentina",1928,54.76,7830
"arg","Argentina",1929,55.13,7970
"arg","Argentina",1930,55.49,7440
"arg","Argentina",1931,55.5,6770
"arg","Argentina",1932,55.52,6430
"arg","Argentina",1933,55.53,6610
"arg","Argentina",1934,55.55,7020
"arg","Argentina",1935,55.56,7210
"arg","Argentina",1936,56.56,7140
"arg","Argentina",1937,57.56,7530
"arg","Argentina",1938,58.56,7430
"arg","Argentina",1939,59.56,7570
"arg","Argentina",1940,60.56,7590
"arg","Argentina",1941,61.19,7880
"arg","Argentina",1942,61.82,7880
"arg","Argentina",1943,62.45,7720
"arg","Argentina",1944,63.07,8480
"arg","Argentina",1945,63.7,8100
"arg","Argentina",1946,63.62,8710
"arg","Argentina",1947,63.54,9530
"arg","Argentina",1948,63.46,9880
"arg","Argentina",1949,63.37,9530
"arg","Argentina",1950,63.3,9450
"arg","Argentina",1951,63.54,9680
"arg","Argentina",1952,64.19,9020
"arg","Argentina",1953,64.12,9340
"arg","Argentina",1954,64.71,9560
"arg","Argentina",1955,64.51,10100
"arg","Argentina",1956,65.18,10200
"arg","Argentina",1957,65.15,10600
"arg","Argentina",1958,65.4,11100
"arg","Argentina",1959,65.4,10300
"arg","Argentina",1960,65.26,11000
"arg","Argentina",1961,65.74,11500
"arg","Argentina",1962,65.75,11300
"arg","Argentina",1963,65.75,10800
"arg","Argentina",1964,65.82,11700
"arg","Argentina",1965,66.13,12700
"arg","Argentina",1966,66.58,12600
"arg","Argentina",1967,66.55,12800
"arg","Argentina",1968,65.99,13200
"arg","Argentina",1969,65.93,14200
"arg","Argentina",1970,66.13,14700
"arg","Argentina",1971,66.89,15100
"arg","Argentina",1972,67.33,15300
"arg","Argentina",1973,67.73,15900
"arg","Argentina",1974,67.91,16600
"arg","Argentina",1975,68.03,16200
"arg","Argentina",1976,66.99,16000
"arg","Argentina",1977,67.69,16800
"arg","Argentina",1978,69.04,15900
"arg","Argentina",1979,69.84,16900
"arg","Argentina",1980,70.23,16900
"arg","Argentina",1981,70.32,15700
"arg","Argentina",1982,70.92,15000
"arg","Argentina",1983,70.71,15300
"arg","Argentina",1984,70.82,15500
"arg","Argentina",1985,71.73,14200
"arg","Argentina",1986,71.95,15100
"arg","Argentina",1987,72.06,15300
"arg","Argentina",1988,72.13,14900
"arg","Argentina",1989,72.34,13700
"arg","Argentina",1990,72.47,13400
"arg","Argentina",1991,72.69,14500
"arg","Argentina",1992,72.75,15600
"arg","Argentina",1993,73.03,16600
"arg","Argentina",1994,73.36,17400
"arg","Argentina",1995,73.44,16700
"arg","Argentina",1996,73.49,17500
"arg","Argentina",1997,73.6,18700
"arg","Argentina",1998,73.65,19300
"arg","Argentina",1999,73.79,18500
"arg","Argentina",2000,74.22,18200
"arg","Argentina",2001,74.33,17200
"arg","Argentina",2002,74.28,15200
"arg","Argentina",2003,74.43,16400
"arg","Argentina",2004,74.92,17700
"arg","Argentina",2005,75.28,19100
"arg","Argentina",2006,75.41,20500
"arg","Argentina",2007,75.32,22200
"arg","Argentina",2008,75.68,22900
"arg","Argentina",2009,75.85,21300
"arg","Argentina",2010,75.94,23400
"arg","Argentina",2011,76.04,24600
"arg","Argentina",2012,76.17,24000
"arg","Argentina",2013,76.27,24300
"arg","Argentina",2014,76.47,23500
"arg","Argentina",2015,76.5,23900
"arg","Argentina",2016,76.24,23100
"arg","Argentina",2017,76.28,23500
"arg","Argentina",2018,76.48,22700
"arg","Argentina",2019,76.58,22000
"arg","Argentina",2020,75.2,19600
"arg","Argentina",2021,74.7,21500
"arg","Argentina",2022,75.37,22400
"arg","Argentina",2023,77.27,21800
"arg","Argentina",2024,77.43,21000
"arg","Argentina",2025,77.6,21900
"arg","Argentina",2026,77.77,22600
"arg","Argentina",2027,77.93,23200
"arg","Argentina",2028,78.1,23800
"arg","Argentina",2029,78.27,24400
"arg","Argentina",2030,78.43,24000
"arg","Argentina",2031,78.59,24500
"arg","Argentina",2032,78.76,25000
"arg","Argentina",2033,78.93,25600
"arg","Argentina",2034,79.09,26100
"arg","Argentina",2035,79.26,26600
"arg","Argentina",2036,79.42,27100
"arg","Argentina",2037,79.59,27700
"arg","Argentina",2038,79.76,28200
"arg","Argentina",2039,79.92,28800
"arg","Argentina",2040,80.09,29300
"arg","Argentina",2041,80.25,29900
"arg","Argentina",2042,80.42,30400
"arg","Argentina",2043,80.58,31000
"arg","Argentina",2044,80.74,31600
"arg","Argentina",2045,80.89,32100
"arg","Argentina",2046,81.05,32700
"arg","Argentina",2047,81.21,33300
"arg","Argentina",2048,81.37,33900
"arg","Argentina",2049,81.52,34500
"arg","Argentina",2050,81.66,35100
"arg","Argentina",2051,81.8,35700
"arg","Argentina",2052,81.95,36300
"arg","Argentina",2053,82.1,36900
"arg","Argentina",2054,82.24,37500
"arg","Argentina",2055,82.38,38100
"arg","Argentina",2056,82.52,38700
"arg","Argentina",2057,82.66,39300
"arg","Argentina",2058,82.8,39900
"arg","Argentina",2059,82.94,40500
"arg","Argentina",2060,83.06,41100
"arg","Argentina",2061,83.19,41800
"arg","Argentina",2062,83.32,42400
"arg","Argentina",2063,83.45,43000
"arg","Argentina",2064,83.57,43600
"arg","Argentina",2065,83.71,44200
"arg","Argentina",2066,83.83,44900
"arg","Argentina",2067,83.96,45500
"arg","Argentina",2068,84.08,46100
"arg","Argentina",2069,84.21,46700
"arg","Argentina",2070,84.33,47300
"arg","Argentina",2071,84.45,47900
"arg","Argentina",2072,84.57,48600
"arg","Argentina",2073,84.69,49200
"arg","Argentina",2074,84.82,49800
"arg","Argentina",2075,84.94,50400
"arg","Argentina",2076,85.06,51000
"arg","Argentina",2077,85.18,51600
"arg","Argentina",2078,85.3,52200
"arg","Argentina",2079,85.41,52800
"arg","Argentina",2080,85.53,53400
"arg","Argentina",2081,85.64,54000
"arg","Argentina",2082,85.76,54600
"arg","Argentina",2083,85.89,55200
"arg","Argentina",2084,86,55800
"arg","Argentina",2085,86.12,56300
"arg","Argentina",2086,86.23,56900
"arg","Argentina",2087,86.35,57500
"arg","Argentina",2088,86.46,58100
"arg","Argentina",2089,86.58,58600
"arg","Argentina",2090,86.7,59200
"arg","Argentina",2091,86.81,59700
"arg","Argentina",2092,86.94,60300
"arg","Argentina",2093,87.05,60800
"arg","Argentina",2094,87.16,61400
"arg","Argentina",2095,87.27,61900
"arg","Argentina",2096,87.39,62500
"arg","Argentina",2097,87.5,63000
"arg","Argentina",2098,87.61,63500
"arg","Argentina",2099,87.73,64000
"arg","Argentina",2100,87.84,64500
"bol","Bolivia",1800,33,926
"bol","Bolivia",1801,33,926
"bol","Bolivia",1802,33,926
"bol","Bolivia",1803,33,926
"bol","Bolivia",1804,33,926
"bol","Bolivia",1805,33,926
"bol","Bolivia",1806,33,926
"bol","Bolivia",1807,33,926
"bol","Bolivia",1808,33,927
"bol","Bolivia",1809,33,927
"bol","Bolivia",1810,33,927
"bol","Bolivia",1811,33,927
"bol","Bolivia",1812,33,927
"bol","Bolivia",1813,33,927
"bol","Bolivia",1814,33,927
"bol","Bolivia",1815,33,928
"bol","Bolivia",1816,33,928
"bol","Bolivia",1817,33,932
"bol","Bolivia",1818,33,937
"bol","Bolivia",1819,33,941
"bol","Bolivia",1820,33,945
"bol","Bolivia",1821,33,958
"bol","Bolivia",1822,33,974
"bol","Bolivia",1823,33,987
"bol","Bolivia",1824,33,1000
"bol","Bolivia",1825,33,1010
"bol","Bolivia",1826,33,1030
"bol","Bolivia",1827,33,1040
"bol","Bolivia",1828,33,1060
"bol","Bolivia",1829,33,1070
"bol","Bolivia",1830,33,1090
"bol","Bolivia",1831,33,1100
"bol","Bolivia",1832,33,1120
"bol","Bolivia",1833,33,1130
"bol","Bolivia",1834,33,1150
"bol","Bolivia",1835,33,1170
"bol","Bolivia",1836,33,1180
"bol","Bolivia",1837,33,1200
"bol","Bolivia",1838,33,1210
"bol","Bolivia",1839,33,1230
"bol","Bolivia",1840,33,1250
"bol","Bolivia",1841,33,1270
"bol","Bolivia",1842,33,1280
"bol","Bolivia",1843,33,1300
"bol","Bolivia",1844,33,1320
"bol","Bolivia",1845,33,1340
"bol","Bolivia",1846,33,1360
"bol","Bolivia",1847,33,1360
"bol","Bolivia",1848,33,1360
"bol","Bolivia",1849,33,1370
"bol","Bolivia",1850,33,1370
"bol","Bolivia",1851,32.97,1380
"bol","Bolivia",1852,32.93,1380
"bol","Bolivia",1853,32.9,1390
"bol","Bolivia",1854,32.87,1390
"bol","Bolivia",1855,32.84,1390
"bol","Bolivia",1856,32.8,1400
"bol","Bolivia",1857,32.77,1400
"bol","Bolivia",1858,32.74,1410
"bol","Bolivia",1859,32.71,1410
"bol","Bolivia",1860,32.67,1420
"bol","Bolivia",1861,32.64,1420
"bol","Bolivia",1862,32.61,1430
"bol","Bolivia",1863,32.58,1430
"bol","Bolivia",1864,32.54,1430
"bol","Bolivia",1865,32.51,1440
"bol","Bolivia",1866,32.48,1440
"bol","Bolivia",1867,32.45,1450
"bol","Bolivia",1868,32.41,1450
"bol","Bolivia",1869,32.38,1460
"bol","Bolivia",1870,32.35,1460
"bol","Bolivia",1871,32.32,1470
"bol","Bolivia",1872,32.28,1470
"bol","Bolivia",1873,32.25,1480
"bol","Bolivia",1874,32.22,1480
"bol","Bolivia",1875,32.19,1490
"bol","Bolivia",1876,32.15,1490
"bol","Bolivia",1877,32.12,1500
"bol","Bolivia",1878,32.09,1500
"bol","Bolivia",1879,32.06,1500
"bol","Bolivia",1880,32.02,1510
"bol","Bolivia",1881,31.99,1510
"bol","Bolivia",1882,31.96,1520
"bol","Bolivia",1883,31.93,1520
"bol","Bolivia",1884,31.89,1530
"bol","Bolivia",1885,31.86,1530
"bol","Bolivia",1886,31.83,1540
"bol","Bolivia",1887,31.8,1540
"bol","Bolivia",1888,31.76,1550
"bol","Bolivia",1889,31.73,1550
"bol","Bolivia",1890,31.7,1560
"bol","Bolivia",1891,31.67,1570
"bol","Bolivia",1892,31.63,1590
"bol","Bolivia",1893,31.6,1590
"bol","Bolivia",1894,31.57,1660
"bol","Bolivia",1895,31.54,1660
"bol","Bolivia",1896,31.5,1550
"bol","Bolivia",1897,31.47,1580
"bol","Bolivia",1898,31.44,1620
"bol","Bolivia",1899,31.41,1630
"bol","Bolivia",1900,31.37,1670
"bol","Bolivia",1901,31.34,1730
"bol","Bolivia",1902,31.31,1670
"bol","Bolivia",1903,31.28,1670
"bol","Bolivia",1904,31.24,1670
"bol","Bolivia",1905,31.21,1730
"bol","Bolivia",1906,31.18,1790
"bol","Bolivia",1907,31.15,1790
"bol","Bolivia",1908,31.11,1850
"bol","Bolivia",1909,31.08,1890
"bol","Bolivia",1910,31.05,1960
"bol","Bolivia",1911,31.01,2000
"bol","Bolivia",1912,30.98,2050
"bol","Bolivia",1913,30.95,2130
"bol","Bolivia",1914,30.92,2020
"bol","Bolivia",1915,30.88,2060
"bol","Bolivia",1916,30.85,2110
"bol","Bolivia",1917,30.82,2240
"bol","Bolivia",1918,27.21,2250
"bol","Bolivia",1919,30.75,2240
"bol","Bolivia",1920,30.72,2210
"bol","Bolivia",1921,30.69,2120
"bol","Bolivia",1922,30.66,2290
"bol","Bolivia",1923,30.62,2300
"bol","Bolivia",1924,30.59,2380
"bol","Bolivia",1925,30.56,2450
"bol","Bolivia",1926,30.53,2470
"bol","Bolivia",1927,30.49,2620
"bol","Bolivia",1928,30.46,2700
"bol","Bolivia",1929,30.43,2780
"bol","Bolivia",1930,30.4,2610
"bol","Bolivia",1931,30.36,2340
"bol","Bolivia",1932,30.33,2150
"bol","Bolivia",1933,30.3,2240
"bol","Bolivia",1934,30.27,2400
"bol","Bolivia",1935,30.23,2490
"bol","Bolivia",1936,30.2,2550
"bol","Bolivia",1937,30.17,2730
"bol","Bolivia",1938,30.14,2780
"bol","Bolivia",1939,30.1,2850
"bol","Bolivia",1940,30.07,3050
"bol","Bolivia",1941,30.71,3250
"bol","Bolivia",1942,31.35,3320
"bol","Bolivia",1943,31.99,3420
"bol","Bolivia",1944,32.63,3400
"bol","Bolivia",1945,33.26,3520
"bol","Bolivia",1946,33.9,3450
"bol","Bolivia",1947,34.53,3360
"bol","Bolivia",1948,35.16,3620
"bol","Bolivia",1949,35.79,3760
"bol","Bolivia",1950,36.42,3700
"bol","Bolivia",1951,37.07,3970
"bol","Bolivia",1952,37.23,4020
"bol","Bolivia",1953,38.68,3530
"bol","Bolivia",1954,39.6,3560
"bol","Bolivia",1955,40.53,3720
"bol","Bolivia",1956,41.17,3460
"bol","Bolivia",1957,41.75,3320
"bol","Bolivia",1958,42.29,3320
"bol","Bolivia",1959,42.65,3280
"bol","Bolivia",1960,43,3370
"bol","Bolivia",1961,43.26,3380
"bol","Bolivia",1962,43.85,3520
"bol","Bolivia",1963,44.8,3690
"bol","Bolivia",1964,45.54,3810
"bol","Bolivia",1965,46.17,3930
"bol","Bolivia",1966,47.03,4140
"bol","Bolivia",1967,47.86,4350
"bol","Bolivia",1968,48.6,4240
"bol","Bolivia",1969,49.38,4320
"bol","Bolivia",1970,50.09,4330
"bol","Bolivia",1971,50.76,4420
"bol","Bolivia",1972,51.44,4610
"bol","Bolivia",1973,52.18,4810
"bol","Bolivia",1974,52.92,4910
"bol","Bolivia",1975,53.66,5140
"bol","Bolivia",1976,54.31,5350
"bol","Bolivia",1977,54.86,5480
"bol","Bolivia",1978,55.41,5520
"bol","Bolivia",1979,56.1,5410
"bol","Bolivia",1980,56.76,5250
"bol","Bolivia",1981,57.25,5020
"bol","Bolivia",1982,57.61,4730
"bol","Bolivia",1983,57.77,4450
"bol","Bolivia",1984,58.54,4390
"bol","Bolivia",1985,59.14,4250
"bol","Bolivia",1986,59.72,4060
"bol","Bolivia",1987,60.13,4080
"bol","Bolivia",1988,60.5,4130
"bol","Bolivia",1989,61.08,4200
"bol","Bolivia",1990,61.69,4310
"bol","Bolivia",1991,62.05,4450
"bol","Bolivia",1992,62.46,4440
"bol","Bolivia",1993,62.94,4540
"bol","Bolivia",1994,63.57,4670
"bol","Bolivia",1995,64.02,4800
"bol","Bolivia",1996,64.57,4920
"bol","Bolivia",1997,64.98,5080
"bol","Bolivia",1998,65.49,5250
"bol","Bolivia",1999,66.01,5180
"bol","Bolivia",2000,66.53,5230
"bol","Bolivia",2001,67.16,5230
"bol","Bolivia",2002,67.59,5270
"bol","Bolivia",2003,68.09,5330
"bol","Bolivia",2004,68.58,5470
"bol","Bolivia",2005,68.97,5620
"bol","Bolivia",2006,69.31,5790
"bol","Bolivia",2007,69.56,5960
"bol","Bolivia",2008,69.8,6230
"bol","Bolivia",2009,70.08,6340
"bol","Bolivia",2010,70.3,6500
"bol","Bolivia",2011,70.5,6720
"bol","Bolivia",2012,70.73,6950
"bol","Bolivia",2013,70.9,7300
"bol","Bolivia",2014,71.09,7580
"bol","Bolivia",2015,71.3,7830
"bol","Bolivia",2016,71.49,8030
"bol","Bolivia",2017,71.65,8240
"bol","Bolivia",2018,71.84,8470
"bol","Bolivia",2019,72.01,8530
"bol","Bolivia",2020,68.43,7680
"bol","Bolivia",2021,67.54,8050
"bol","Bolivia",2022,68.92,8240
"bol","Bolivia",2023,73.01,8330
"bol","Bolivia",2024,73.24,8360
"bol","Bolivia",2025,73.47,8430
"bol","Bolivia",2026,73.68,8490
"bol","Bolivia",2027,73.9,8590
"bol","Bolivia",2028,74.11,8720
"bol","Bolivia",2029,74.31,8900
"bol","Bolivia",2030,74.51,8740
"bol","Bolivia",2031,74.71,8960
"bol","Bolivia",2032,74.91,9180
"bol","Bolivia",2033,75.11,9400
"bol","Bolivia",2034,75.3,9630
"bol","Bolivia",2035,75.49,9870
"bol","Bolivia",2036,75.68,10100
"bol","Bolivia",2037,75.87,10400
"bol","Bolivia",2038,76.04,10600
"bol","Bolivia",2039,76.22,10900
"bol","Bolivia",2040,76.4,11100
"bol","Bolivia",2041,76.58,11400
"bol","Bolivia",2042,76.75,11700
"bol","Bolivia",2043,76.93,12000
"bol","Bolivia",2044,77.1,12300
"bol","Bolivia",2045,77.27,12600
"bol","Bolivia",2046,77.44,12900
"bol","Bolivia",2047,77.6,13200
"bol","Bolivia",2048,77.77,13500
"bol","Bolivia",2049,77.95,13800
"bol","Bolivia",2050,78.1,14100
"bol","Bolivia",2051,78.28,14500
"bol","Bolivia",2052,78.44,14800
"bol","Bolivia",2053,78.6,15200
"bol","Bolivia",2054,78.77,15500
"bol","Bolivia",2055,78.94,15900
"bol","Bolivia",2056,79.09,16300
"bol","Bolivia",2057,79.26,16600
"bol","Bolivia",2058,79.42,17000
"bol","Bolivia",2059,79.59,17400
"bol","Bolivia",2060,79.75,17800
"bol","Bolivia",2061,79.92,18200
"bol","Bolivia",2062,80.09,18600
"bol","Bolivia",2063,80.24,19000
"bol","Bolivia",2064,80.41,19500
"bol","Bolivia",2065,80.57,19900
"bol","Bolivia",2066,80.74,20300
"bol","Bolivia",2067,80.89,20800
"bol","Bolivia",2068,81.06,21200
"bol","Bolivia",2069,81.22,21700
"bol","Bolivia",2070,81.37,22200
"bol","Bolivia",2071,81.54,22600
"bol","Bolivia",2072,81.7,23100
"bol","Bolivia",2073,81.86,23600
"bol","Bolivia",2074,82.03,24100
"bol","Bolivia",2075,82.18,24600
"bol","Bolivia",2076,82.35,25100
"bol","Bolivia",2077,82.5,25600
