"geo","country","year","life_expectancy","GDP"
"ury","Uruguay",1826,32.9,2370
"ury","Uruguay",1827,32.9,2390
"ury","Uruguay",1828,32.9,2410
"ury","Uruguay",1829,32.9,2420
"ury","Uruguay",1830,32.9,2440
"ury","Uruguay",1831,32.9,2460
"ury","Uruguay",1832,32.9,2480
"ury","Uruguay",1833,32.9,2500
"ury","Uruguay",1834,32.9,2510
"ury","Uruguay",1835,32.9,2530
"ury","Uruguay",1836,32.9,2550
"ury","Uruguay",1837,32.9,2570
"ury","Uruguay",1838,32.9,2590
"ury","Uruguay",1839,32.9,2610
"ury","Uruguay",1840,32.9,2630
"ury","Uruguay",1841,32.9,2640
"ury","Uruguay",1842,32.9,2660
"ury","Uruguay",1843,32.9,2680
"ury","Uruguay",1844,32.9,2700
"ury","Uruguay",1845,32.9,2720
"ury","Uruguay",1846,32.9,2740
"ury","Uruguay",1847,32.9,2760
"ury","Uruguay",1848,32.9,2780
"ury","Uruguay",1849,32.9,2800
"ury","Uruguay",1850,32.9,2820
"ury","Uruguay",1851,32.9,2880
"ury","Uruguay",1852,32.89,2940
"ury","Uruguay",1853,32.89,2990
"ury","Uruguay",1854,32.88,3050
"ury","Uruguay",1855,32.88,3110
"ury","Uruguay",1856,32.88,3180
"ury","Uruguay",1857,32.87,3240
"ury","Uruguay",1858,32.87,3300
"ury","Uruguay",1859,32.87,3370
"ury","Uruguay",1860,32.86,3430
"ury","Uruguay",1861,32.86,3500
"ury","Uruguay",1862,32.85,3580
"ury","Uruguay",1863,32.85,3650
"ury","Uruguay",1864,32.85,3730
"ury","Uruguay",1865,32.84,3800
"ury","Uruguay",1866,32.84,3880
"ury","Uruguay",1867,32.83,3960
"ury","Uruguay",1868,32.83,4040
"ury","Uruguay",1869,32.83,4120
"ury","Uruguay",1870,32.82,4210
"ury","Uruguay",1871,32.82,4210
"ury","Uruguay",1872,32.82,4930
"ury","Uruguay",1873,32.81,5040
"ury","Uruguay",1874,32.81,4480
"ury","Uruguay",1875,32.8,3710
"ury","Uruguay",1876,32.8,4040
"ury","Uruguay",1877,32.8,3930
"ury","Uruguay",1878,32.79,4210
"ury","Uruguay",1879,32.79,3600
"ury","Uruguay",1880,32.78,3930
"ury","Uruguay",1881,32.78,3540
"ury","Uruguay",1882,32.78,3880
"ury","Uruguay",1883,32.77,4540
"ury","Uruguay",1884,32.77,4430
"ury","Uruguay",1885,32.77,4980
"ury","Uruguay",1886,32.76,5150
"ury","Uruguay",1887,32.76,4210
"ury","Uruguay",1888,32.75,5260
"ury","Uruguay",1889,32.75,4710
"ury","Uruguay",1890,32.75,4150
"ury","Uruguay",1891,32.74,4210
"ury","Uruguay",1892,32.74,4210
"ury","Uruguay",1893,32.73,4430
"ury","Uruguay",1894,32.73,4760
"ury","Uruguay",1895,32.73,4650
"ury","Uruguay",1896,32.72,4710
"ury","Uruguay",1897,32.72,4540
"ury","Uruguay",1898,32.72,3930
"ury","Uruguay",1899,32.71,4040
"ury","Uruguay",1900,32.71,3880
"ury","Uruguay",1901,32.7,4040
"ury","Uruguay",1902,32.7,4600
"ury","Uruguay",1903,32.7,4600
"ury","Uruguay",1904,32.69,4600
"ury","Uruguay",1905,32.69,3880
"ury","Uruguay",1906,32.68,4370
"ury","Uruguay",1907,32.68,4650
"ury","Uruguay",1908,32.68,4980
"ury","Uruguay",1909,32.67,4980
"ury","Uruguay",1910,32.67,5150
"ury","Uruguay",1911,32.67,5150
"ury","Uruguay",1912,32.66,5920
"ury","Uruguay",1913,32.66,5540
"ury","Uruguay",1914,32.65,4320
"ury","Uruguay",1915,32.65,4040
"ury","Uruguay",1916,32.65,3930
"ury","Uruguay",1917,32.64,4480
"ury","Uruguay",1918,30.36,4480
"ury","Uruguay",1919,32.63,5260
"ury","Uruguay",1920,32.63,4100
"ury","Uruguay",1921,32.63,4040
"ury","Uruguay",1922,32.62,4430
"ury","Uruguay",1923,32.62,4710
"ury","Uruguay",1924,32.61,4870
"ury","Uruguay",1925,32.61,4820
"ury","Uruguay",1926,33.92,5210
"ury","Uruguay",1927,35.21,5810
"ury","Uruguay",1928,36.51,5920
"ury","Uruguay",1929,37.81,5870
"ury","Uruguay",1930,39.11,6810
"ury","Uruguay",1931,40.41,5540
"ury","Uruguay",1932,41.71,5090
"ury","Uruguay",1933,43.01,4710
"ury","Uruguay",1934,44.31,5370
"ury","Uruguay",1935,45.6,5480
"ury","Uruguay",1936,46.9,5480
"ury","Uruguay",1937,48.19,5650
"ury","Uruguay",1938,49.49,6040
"ury","Uruguay",1939,50.8,6090
"ury","Uruguay",1940,52.09,5700
"ury","Uruguay",1941,53.4,5980
"ury","Uruguay",1942,54.69,5540
"ury","Uruguay",1943,56,5370
"ury","Uruguay",1944,57.3,6090
"ury","Uruguay",1945,58.6,6200
"ury","Uruguay",1946,59.91,6750
"ury","Uruguay",1947,61.22,6580
"ury","Uruguay",1948,62.51,6690
"ury","Uruguay",1949,63.82,7470
"ury","Uruguay",1950,65.12,8020
"ury","Uruguay",1951,65.93,8710
"ury","Uruguay",1952,66.59,8450
"ury","Uruguay",1953,67.23,9140
"ury","Uruguay",1954,67.4,9500
"ury","Uruguay",1955,67.46,9420
"ury","Uruguay",1956,68.17,9440
"ury","Uruguay",1957,67.83,9430
"ury","Uruguay",1958,68.1,8930
"ury","Uruguay",1959,67.51,8560
"ury","Uruguay",1960,68.32,8800
"ury","Uruguay",1961,68.97,8890
"ury","Uruguay",1962,68.97,8650
"ury","Uruguay",1963,68.83,8540
"ury","Uruguay",1964,68.66,8610
"ury","Uruguay",1965,68.44,8550
"ury","Uruguay",1966,68.74,8780
"ury","Uruguay",1967,68.03,8390
"ury","Uruguay",1968,67.76,8420
"ury","Uruguay",1969,67.92,8890
"ury","Uruguay",1970,68.47,9190
"ury","Uruguay",1971,68.45,9120
"ury","Uruguay",1972,68.29,8880
"ury","Uruguay",1973,68.7,9040
"ury","Uruguay",1974,68.88,9350
"ury","Uruguay",1975,69.31,9830
"ury","Uruguay",1976,69.39,10200
"ury","Uruguay",1977,69.47,10300
"ury","Uruguay",1978,70.06,10800
"ury","Uruguay",1979,70.5,11400
"ury","Uruguay",1980,70.6,12000
"ury","Uruguay",1981,71.33,12100
"ury","Uruguay",1982,71.97,10900
"ury","Uruguay",1983,72.02,10200
"ury","Uruguay",1984,71.83,10000
"ury","Uruguay",1985,72.27,10000
"ury","Uruguay",1986,72.4,10700
"ury","Uruguay",1987,72.55,11400
"ury","Uruguay",1988,72.66,11300
"ury","Uruguay",1989,73,11400
"ury","Uruguay",1990,73.17,11400
"ury","Uruguay",1991,73.41,11700
"ury","Uruguay",1992,73.48,12500
"ury","Uruguay",1993,73.34,12800
"ury","Uruguay",1994,73.62,13600
"ury","Uruguay",1995,73.68,13300
"ury","Uruguay",1996,73.93,14000
"ury","Uruguay",1997,74.13,15000
"ury","Uruguay",1998,74.14,15600
"ury","Uruguay",1999,74.36,15200
"ury","Uruguay",2000,74.77,14900
"ury","Uruguay",2001,75.01,14300
"ury","Uruguay",2002,75,13100
"ury","Uruguay",2003,74.97,13200
"ury","Uruguay",2004,75.23,13900
"ury","Uruguay",2005,75.54,14900
"ury","Uruguay",2006,75.92,15500
"ury","Uruguay",2007,75.69,16400
"ury","Uruguay",2008,76.19,17600
"ury","Uruguay",2009,76.51,18300
"ury","Uruguay",2010,76.53,19700
"ury","Uruguay",2011,76.42,20600
"ury","Uruguay",2012,76.55,21300
"ury","Uruguay",2013,76.78,22200
"ury","Uruguay",2014,77.08,22900
"ury","Uruguay",2015,77.14,22900
"ury","Uruguay",2016,77.29,23200
"ury","Uruguay",2017,77.34,23600
"ury","Uruguay",2018,77.45,23600
"ury","Uruguay",2019,77.53,23800
"ury","Uruguay",2020,78.45,22000
"ury","Uruguay",2021,75.45,23300
"ury","Uruguay",2022,78.02,24400
"ury","Uruguay",2023,78.18,24500
"ury","Uruguay",2024,78.34,25300
"ury","Uruguay",2025,78.5,25900
"ury","Uruguay",2026,78.66,26500
"ury","Uruguay",2027,78.82,27100
"ury","Uruguay",2028,78.98,27600
"ury","Uruguay",2029,79.14,28100
"ury","Uruguay",2030,79.3,27100
"ury","Uruguay",2031,79.47,27600
"ury","Uruguay",2032,79.63,28200
"ury","Uruguay",2033,79.8,28700
"ury","Uruguay",2034,79.95,29300
"ury","Uruguay",2035,80.11,29800
"ury","Uruguay",2036,80.28,30400
"ury","Uruguay",2037,80.44,31000
"ury","Uruguay",2038,80.6,31500
"ury","Uruguay",2039,80.76,32100
"ury","Uruguay",2040,80.91,32700
"ury","Uruguay",2041,81.07,33300
"ury","Uruguay",2042,81.23,33900
"ury","Uruguay",2043,81.38,34500
"ury","Uruguay",2044,81.54,35000
"ury","Uruguay",2045,81.68,35600
"ury","Uruguay",2046,81.84,36200
"ury","Uruguay",2047,81.99,36900
"ury","Uruguay",2048,82.13,37500
"ury","Uruguay",2049,82.28,38100
"ury","Uruguay",2050,82.42,38700
"ury","Uruguay",2051,82.55,39300
"ury","Uruguay",2052,82.69,39900
"ury","Uruguay",2053,82.83,40500
"ury","Uruguay",2054,82.96,41200
"ury","Uruguay",2055,83.1,41800
"ury","Uruguay",2056,83.23,42400
"ury","Uruguay",2057,83.37,43000
"ury","Uruguay",2058,83.5,43600
"ury","Uruguay",2059,83.63,44300
"ury","Uruguay",2060,83.75,44900
"ury","Uruguay",2061,83.88,45500
"ury","Uruguay",2062,84,46100
"ury","Uruguay",2063,84.12,46800
"ury","Uruguay",2064,84.24,47400
"ury","Uruguay",2065,84.37,48000
"ury","Uruguay",2066,84.49,48600
"ury","Uruguay",2067,84.62,49200
"ury","Uruguay",2068,84.73,49900
"ury","Uruguay",2069,84.86,50500
"ury","Uruguay",2070,84.98,51100
"ury","Uruguay",2071,85.1,51700
"ury","Uruguay",2072,85.21,52300
"ury","Uruguay",2073,85.33,52900
"ury","Uruguay",2074,85.45,53500
"ury","Uruguay",2075,85.57,54100
"ury","Uruguay",2076,85.68,54700
"ury","Uruguay",2077,85.79,55300
"ury","Uruguay",2078,85.91,55900
"ury","Uruguay",2079,86.03,56500
"ury","Uruguay",2080,86.15,57100
"ury","Uruguay",2081,86.26,57600
"ury","Uruguay",2082,86.38,58200
"ury","Uruguay",2083,86.5,58800
"ury","Uruguay",2084,86.61,59300
"ury","Uruguay",2085,86.73,59900
"ury","Uruguay",2086,86.85,60500
"ury","Uruguay",2087,86.97,61000
"ury","Uruguay",2088,87.08,61600
"ury","Uruguay",2089,87.19,62100
"ury","Uruguay",2090,87.31,62600
"ury","Uruguay",2091,87.42,63200
"ury","Uruguay",2092,87.54,63700
"ury","Uruguay",2093,87.65,64200
"ury","Uruguay",2094,87.78,64700
"ury","Uruguay",2095,87.89,65300
"ury","Uruguay",2096,88.01,65800
"ury","Uruguay",2097,88.12,66300
"ury","Uruguay",2098,88.24,66800
"ury","Uruguay",2099,88.35,67200
"ury","Uruguay",2100,88.46,67700
"ven","Venezuela",1800,32.2,1230
"ven","Venezuela",1801,32.2,1220
"ven","Venezuela",1802,32.2,1220
"ven","Venezuela",1803,32.2,1210
"ven","Venezuela",1804,32.2,1200
"ven","Venezuela",1805,32.2,1200
"ven","Venezuela",1806,32.2,1190
"ven","Venezuela",1807,32.2,1180
"ven","Venezuela",1808,32.2,1180
"ven","Venezuela",1809,32.2,1170
"ven","Venezuela",1810,32.2,1170
"ven","Venezuela",1811,32.2,1160
"ven","Venezuela",1812,32.2,1150
"ven","Venezuela",1813,32.2,1150
"ven","Venezuela",1814,32.2,1140
"ven","Venezuela",1815,32.2,1140
"ven","Venezuela",1816,32.2,1130
"ven","Venezuela",1817,32.2,1130
"ven","Venezuela",1818,32.2,1120
"ven","Venezuela",1819,32.2,1110
"ven","Venezuela",1820,32.2,1110
"ven","Venezuela",1821,32.2,1190
"ven","Venezuela",1822,32.2,1270
"ven","Venezuela",1823,32.2,1360
"ven","Venezuela",1824,32.2,1460
"ven","Venezuela",1825,32.2,1560
"ven","Venezuela",1826,32.2,1670
"ven","Venezuela",1827,32.2,1790
"ven","Venezuela",1828,32.2,1920
"ven","Venezuela",1829,32.2,2050
"ven","Venezuela",1830,32.2,2200
"ven","Venezuela",1831,32.2,2170
"ven","Venezuela",1832,32.2,2450
"ven","Venezuela",1833,32.2,2490
"ven","Venezuela",1834,32.2,2510
"ven","Venezuela",1835,32.2,2460
"ven","Venezuela",1836,32.2,2290
"ven","Venezuela",1837,32.2,2160
"ven","Venezuela",1838,32.2,1940
"ven","Venezuela",1839,32.2,1800
"ven","Venezuela",1840,32.2,1740
"ven","Venezuela",1841,32.2,1940
"ven","Venezuela",1842,32.2,2160
"ven","Venezuela",1843,32.2,2000
"ven","Venezuela",1844,32.2,2000
"ven","Venezuela",1845,32.2,2020
"ven","Venezuela",1846,32.2,2050
"ven","Venezuela",1847,32.2,1960
"ven","Venezuela",1848,32.2,1960
"ven","Venezuela",1849,32.2,1800
"ven","Venezuela",1850,32.2,2160
"ven","Venezuela",1851,32.23,2070
"ven","Venezuela",1852,32.25,2160
"ven","Venezuela",1853,32.28,2290
"ven","Venezuela",1854,32.3,2330
"ven","Venezuela",1855,32.33,2420
"ven","Venezuela",1856,32.36,1870
"ven","Venezuela",1857,32.38,2160
"ven","Venezuela",1858,32.41,2110
"ven","Venezuela",1859,32.43,2130
"ven","Venezuela",1860,32.46,2270
"ven","Venezuela",1861,32.48,2440
"ven","Venezuela",1862,32.51,2160
"ven","Venezuela",1863,32.54,1980
"ven","Venezuela",1864,32.56,1940
"ven","Venezuela",1865,32.59,2050
"ven","Venezuela",1866,32.61,2020
"ven","Venezuela",1867,32.64,1830
"ven","Venezuela",1868,32.67,1850
"ven","Venezuela",1869,32.69,2050
"ven","Venezuela",1870,32.72,2020
"ven","Venezuela",1871,32.74,1980
"ven","Venezuela",1872,32.77,2000
"ven","Venezuela",1873,32.8,2160
"ven","Venezuela",1874,32.82,2380
"ven","Venezuela",1875,32.85,2110
"ven","Venezuela",1876,32.87,2200
"ven","Venezuela",1877,32.9,2220
"ven","Venezuela",1878,32.93,2380
"ven","Venezuela",1879,32.95,2330
"ven","Venezuela",1880,32.98,2460
"ven","Venezuela",1881,33,2460
"ven","Venezuela",1882,33.03,2420
"ven","Venezuela",1883,33.05,2530
"ven","Venezuela",1884,33.08,2690
"ven","Venezuela",1885,33.11,2490
"ven","Venezuela",1886,33.13,2640
"ven","Venezuela",1887,33.16,2730
"ven","Venezuela",1888,33.18,2730
"ven","Venezuela",1889,33.21,2840
"ven","Venezuela",1890,33.24,3060
"ven","Venezuela",1891,33.26,2880
"ven","Venezuela",1892,33.29,2600
"ven","Venezuela",1893,33.31,2600
"ven","Venezuela",1894,33.34,2550
"ven","Venezuela",1895,33.37,2770
"ven","Venezuela",1896,33.39,2440
"ven","Venezuela",1897,33.42,2510
"ven","Venezuela",1898,33.44,2440
"ven","Venezuela",1899,33.47,2070
"ven","Venezuela",1900,33.5,2110
"ven","Venezuela",1901,33.52,2020
"ven","Venezuela",1902,33.55,1890
"ven","Venezuela",1903,33.57,2020
"ven","Venezuela",1904,33.6,2050
"ven","Venezuela",1905,33.62,2070
"ven","Venezuela",1906,33.65,2050
"ven","Venezuela",1907,33.68,1980
"ven","Venezuela",1908,33.7,1940
"ven","Venezuela",1909,33.73,1940
"ven","Venezuela",1910,33.75,1920
"ven","Venezuela",1911,33.78,1830
"ven","Venezuela",1912,33.81,1960
"ven","Venezuela",1913,33.83,2000
"ven","Venezuela",1914,33.86,2310
"ven","Venezuela",1915,33.88,2310
"ven","Venezuela",1916,33.91,2160
"ven","Venezuela",1917,33.94,2250
"ven","Venezuela",1918,30.73,2330
"ven","Venezuela",1919,33.99,2250
"ven","Venezuela",1920,34.01,2180
"ven","Venezuela",1921,34.04,2110
"ven","Venezuela",1922,34.07,2290
"ven","Venezuela",1923,34.09,2400
"ven","Venezuela",1924,34.12,2490
"ven","Venezuela",1925,34.14,2620
"ven","Venezuela",1926,34.17,2770
"ven","Venezuela",1927,34.38,2820
"ven","Venezuela",1928,34.58,3280
"ven","Venezuela",1929,34.79,3370
"ven","Venezuela",1930,35,3350
"ven","Venezuela",1931,35.2,3320
"ven","Venezuela",1932,35.41,3020
"ven","Venezuela",1933,35.62,3350
"ven","Venezuela",1934,35.83,3480
"ven","Venezuela",1935,36.04,4140
"ven","Venezuela",1936,36.25,4470
"ven","Venezuela",1937,37.56,4450
"ven","Venezuela",1938,38.87,4910
"ven","Venezuela",1939,40.18,5190
"ven","Venezuela",1940,41.5,5460
"ven","Venezuela",1941,42.85,5310
"ven","Venezuela",1942,44.6,4590
"ven","Venezuela",1943,46.35,5080
"ven","Venezuela",1944,48.11,5490
"ven","Venezuela",1945,49.87,6690
"ven","Venezuela",1946,51.63,7680
"ven","Venezuela",1947,53.4,7510
"ven","Venezuela",1948,55.16,8920
"ven","Venezuela",1949,56.92,9070
"ven","Venezuela",1950,58.7,9810
"ven","Venezuela",1951,58.97,10500
"ven","Venezuela",1952,59.55,10900
"ven","Venezuela",1953,61.31,11100
"ven","Venezuela",1954,61.03,11700
"ven","Venezuela",1955,61.16,12200
"ven","Venezuela",1956,61.58,13000
"ven","Venezuela",1957,61.44,13900
"ven","Venezuela",1958,62.49,13600
"ven","Venezuela",1959,63.86,14000
"ven","Venezuela",1960,65.17,13700
"ven","Venezuela",1961,65.76,13800
"ven","Venezuela",1962,66.07,14500
"ven","Venezuela",1963,65.69,14900
"ven","Venezuela",1964,65.48,15900
"ven","Venezuela",1965,66.03,16200
"ven","Venezuela",1966,66.27,15900
"ven","Venezuela",1967,66.48,16000
"ven","Venezuela",1968,66.46,16500
"ven","Venezuela",1969,66.05,16700
"ven","Venezuela",1970,66.51,17700
"ven","Venezuela",1971,66.57,17600
"ven","Venezuela",1972,66.37,17600
"ven","Venezuela",1973,66.29,18200
"ven","Venezuela",1974,67.31,18700
"ven","Venezuela",1975,67.6,19200
"ven","Venezuela",1976,67.79,20300
"ven","Venezuela",1977,68.73,21000
"ven","Venezuela",1978,69.42,20800
"ven","Venezuela",1979,69.74,20500
"ven","Venezuela",1980,69.66,19500
"ven","Venezuela",1981,69.7,18800
"ven","Venezuela",1982,70.34,18600
"ven","Venezuela",1983,71.1,16600
"ven","Venezuela",1984,71.31,16600
"ven","Venezuela",1985,71.56,16300
"ven","Venezuela",1986,72.2,17100
"ven","Venezuela",1987,72.09,17400
"ven","Venezuela",1988,72.49,18100
"ven","Venezuela",1989,72.42,15500
"ven","Venezuela",1990,72.44,16000
"ven","Venezuela",1991,72.9,17200
"ven","Venezuela",1992,72.88,17900
"ven","Venezuela",1993,72.77,17600
"ven","Venezuela",1994,72.26,16800
"ven","Venezuela",1995,72.61,17100
"ven","Venezuela",1996,73.31,16800
"ven","Venezuela",1997,74.07,17500
"ven","Venezuela",1998,73.97,17200
"ven","Venezuela",1999,70.26,15900
"ven","Venezuela",2000,74.17,16000
"ven","Venezuela",2001,74.07,16300
"ven","Venezuela",2002,73.99,14600
"ven","Venezuela",2003,73.51,13300
"ven","Venezuela",2004,74.64,15400
"ven","Venezuela",2005,75.01,16800
"ven","Venezuela",2006,74.82,18100
"ven","Venezuela",2007,74.64,19400
"ven","Venezuela",2008,74.4,20100
"ven","Venezuela",2009,74.56,19200
"ven","Venezuela",2010,75.3,18600
"ven","Venezuela",2011,75.4,19100
"ven","Venezuela",2012,75.23,19900
"ven","Venezuela",2013,75.55,19900
"ven","Venezuela",2014,75.58,18900
"ven","Venezuela",2015,75.67,17400
"ven","Venezuela",2016,75.62,14400
"ven","Venezuela",2017,75.52,12300
"ven","Venezuela",2018,75.44,10400
"ven","Venezuela",2019,75.05,7800
"ven","Venezuela",2020,73.94,5440
"ven","Venezuela",2021,73.38,5560
"ven","Venezuela",2022,73.95,6160
"ven","Venezuela",2023,75.81,6500
"ven","Venezuela",2024,75.99,6960
"ven","Venezuela",2025,76.18,7240
"ven","Venezuela",2026,76.36,7530
"ven","Venezuela",2027,76.55,7830
"ven","Venezuela",2028,76.73,8070
"ven","Venezuela",2029,76.92,8310
"ven","Venezuela",2030,77.1,8310
"ven","Venezuela",2031,77.29,8510
"ven","Venezuela",2032,77.47,8720
"ven","Venezuela",2033,77.65,8930
"ven","Venezuela",2034,77.83,9150
"ven","Venezuela",2035,78.01,9370
"ven","Venezuela",2036,78.2,9600
"ven","Venezuela",2037,78.38,9840
"ven","Venezuela",2038,78.56,10100
"ven","Venezuela",2039,78.74,10300
"ven","Venezuela",2040,78.91,10600
"ven","Venezuela",2041,79.09,10800
"ven","Venezuela",2042,79.28,11100
"ven","Venezuela",2043,79.45,11400
"ven","Venezuela",2044,79.63,11600
"ven","Venezuela",2045,79.81,11900
"ven","Venezuela",2046,79.99,12200
"ven","Venezuela",2047,80.16,12500
"ven","Venezuela",2048,80.34,12800
"ven","Venezuela",2049,80.51,13100
"ven","Venezuela",2050,80.7,13400
"ven","Venezuela",2051,80.88,13700
"ven","Venezuela",2052,81.05,14000
"ven","Venezuela",2053,81.22,14400
"ven","Venezuela",2054,81.4,14700
"ven","Venezuela",2055,81.57,15000
"ven","Venezuela",2056,81.75,15400
"ven","Venezuela",2057,81.93,15800
"ven","Venezuela",2058,82.1,16100
"ven","Venezuela",2059,82.28,16500
"ven","Venezuela",2060,82.45,16900
"ven","Venezuela",2061,82.62,17200
"ven","Venezuela",2062,82.79,17600
"ven","Venezuela",2063,82.96,18000
"ven","Venezuela",2064,83.13,18400
"ven","Venezuela",2065,83.31,18800
"ven","Venezuela",2066,83.48,19200
"ven","Venezuela",2067,83.65,19600
"ven","Venezuela",2068,83.83,20100
"ven","Venezuela",2069,84,20500
"ven","Venezuela",2070,84.17,20900
"ven","Venezuela",2071,84.33,21400
"ven","Venezuela",2072,84.5,21800
"ven","Venezuela",2073,84.65,22300
"ven","Venezuela",2074,84.81,22700
"ven","Venezuela",2075,84.98,23200
"ven","Venezuela",2076,85.14,23600
"ven","Venezuela",2077,85.29,24100
"ven","Venezuela",2078,85.44,24600
"ven","Venezuela",2079,85.58,25100
"ven","Venezuela",2080,85.74,25600
"ven","Venezuela",2081,85.89,26100
"ven","Venezuela",2082,86.04,26600
"ven","Venezuela",2083,86.18,27100
"ven","Venezuela",2084,86.32,27600
"ven","Venezuela",2085,86.46,28100
"ven","Venezuela",2086,86.6,28600
"ven","Venezuela",2087,86.74,29100
"ven","Venezuela",2088,86.88,29600
"ven","Venezuela",2089,87.01,30200
"ven","Venezuela",2090,87.15,30700
"ven","Venezuela",2091,87.28,31200
"ven","Venezuela",2092,87.42,31800
"ven","Venezuela",2093,87.54,32300
"ven","Venezuela",2094,87.67,32800
"ven","Venezuela",2095,87.81,33400
"ven","Venezuela",2096,87.93,33900
"ven","Venezuela",2097,88.06,34500
"ven","Venezuela",2098,88.19,35000
"ven","Venezuela",2099,88.31,35600
"ven","Venezuela",2100,88.44,36100
